index,Club,National_id,Club_Position,Club_Kit,Club_Joining
5892,Latina,a8,Sub,9,01/01/2011
5893,Rafaela,a27,Sub,19,08/19/2016
5894,FC Utrecht,a10,Sub,9,07/01/2014
5895,VfB Stuttgart,a26,LM,37,01/01/2017
5896,Waasl. Beveren,a7,Sub,12,08/16/2016
5897,Free Agents,a45,Res,99,01/01/2012
5898,Amkar Perm,a25,LWB,19,07/01/2012
5899,RB Leipzig,a2,Sub,6,07/01/2014
5900,Karlsruher SC,a2,GK,24,07/01/2013
5901,Dynamo Dresden,a2,CDM,6,07/01/2013
5903,Wrzburger Kickers,a2,Sub,4,07/12/2015
5906,Cesena,a8,LDM,8,07/04/2016
5907,Unin Espaola,a13,LCB,6,05/27/2016
5908,Legia Warszawa,a12,RDM,15,07/01/2012
5909,Cardiff City,a24,Sub,12,08/09/2012
5910,Feyenoord,a10,Sub,15,04/01/2012
5912,Celtic,a30,Sub,42,07/07/2009
5914,Free Agents,a43,Res,99,07/01/2011
5915,Nott'm Forest,a9,LM,11,05/01/2012
5916,Rio Ave,a3,Res,21,07/14/2016
5917,Greuther Frth,a2,LCB,7,07/01/2013
5918,Carpi,a8,Res,28,07/01/2014
5919,FC Nordsjlland,a17,CM,18,09/01/2012
5920,Amkar Perm,a25,RCB,4,07/01/2015
5921,SM Caen,a7,Res,30,06/04/2014
5922,Blackburn Rovers,a6,Sub,18,07/31/2015
5924,Rafaela,a11,LB,16,01/12/2016
5925,FC Lorient,a7,Sub,29,06/25/2015
5927,FC Sion,a3,Sub,89,07/01/2012
5929,Panathinaikos,a23,Sub,3,01/01/2012
5930,FC Porto,a6,Sub,18,07/01/2016
5931,Real Valladolid,a1,Sub,47,07/21/2014
5932,SV Sandhausen,a2,RDM,6,07/01/2013
5933,Kaiserslautern,a2,RDM,4,07/01/2015
5934,Huddersfield,a2,RCB,44,07/01/2016
5935,La Spezia,a8,LCM,7,07/13/2016
5936,Kaizer Chiefs,a37,Sub,16,01/01/2012
5937,Gaziantepspor,a3,LB,2,01/01/2012
5939,FC Sochaux,a7,LCM,22,08/30/2014
5940,Len,a14,Sub,7,06/10/2015
5941,Vercelli,a8,Sub,33,01/20/2016
5942,AZ,a21,Sub,11,07/01/2014
5943,Leeds United,a7,RM,24,08/28/2014
5944,Southampton,a7,Res,40,07/01/2012
5945,Tondela,a3,Sub,28,07/03/2015
5946,Pogo Szczecin,a12,ST,9,01/01/2011
5947,Nmes Olympique,a7,RM,20,04/01/2013
5948,Pogo Szczecin,a12,LDM,23,07/01/2014
5949,PEC Zwolle,a10,LCM,6,10/01/2010
5950,Preston,a24,GK,22,07/01/2016
5951,Panathinaikos,a23,Sub,71,01/06/2016
5952,Willem II,a10,LM,8,07/01/2016
5953,FC Nantes,a7,RM,7,05/23/2012
5954,FC Metz,a7,Sub,19,06/28/2016
5958,Stade Brestois,a7,Sub,2,01/01/2017
5959,Montreal Impact,a5,LM,15,01/05/2015
5960,F. Dsseldorf,a2,RB,4,07/01/2014
5961,Eint. Frankfurt,a2,RM,7,07/01/2016
5962,Charlton Ath,a30,RS,7,01/06/2016
5963,Elche CF,a1,Sub,2,07/12/2013
5964,ZagÇbie Lubin,a12,CAM,18,07/19/2016
5965,WisÇa PÇock,a12,RDM,8,01/16/2014
5969,SK Sturm Graz,a18,RCB,23,07/01/2015
5970,Belenenses,a1,RS,20,01/05/2017
5971,Hellas Verona,a8,RW,24,07/01/2012
5972,FC Groningen,a17,LCB,3,08/14/2015
5974,Huddersfield,a24,GK,1,01/01/2012
5975,OGC Nice,a7,Res,23,05/01/2012
5976,Piast Gliwice,a12,Sub,19,08/21/2015
5977,FC Ingolstadt,a2,LM,3,07/02/2013
5978,Al Fateh,a3,ST,9,07/04/2016
5979,Real Salt Lake,a26,Res,21,01/14/2015
5980,CD Lugo,a5,Sub,9,01/30/2015
5983,F. Santa Maria,a23,ST,9,08/09/2014
5985,FC Twente,a2,LCB,5,07/14/2016
5986,Real Salt Lake,a26,Sub,20,01/28/2017
5987,1. FC Nrnberg,a21,ST,9,01/30/2017
5988,Brentford,a2,Sub,11,07/23/2015
5989,Audax Italiano,a13,Sub,2,05/27/2015
5990,Brighton,a9,Sub,20,07/01/2013
5991,Esbjerg fB,a23,Sub,5,01/23/2017
5994,Leeds United,a21,Sub,10,07/01/2016
5995,Newcastle Utd,a9,Sub,14,07/11/2016
5996,Lazio,a1,Sub,4,07/01/2015
5997,Norwich,a9,RM,22,01/04/2013
5999,Southampton,a9,Res,18,08/24/2013
6000,RSC Anderlecht,a21,Sub,24,01/22/2015
6001,HJK Helsinki,a3,RB,8,08/05/2016
6002,SC Freiburg,a2,Sub,11,07/01/2016
6003,Lans,a5,GK,31,05/15/2010
6004,Pescara,a11,CM,16,07/01/2011
6005,Pisa,a8,LB,3,07/11/2016
6006,Vicenza,a8,Sub,11,07/01/2013
6007,CD O'Higgins,a5,LW,17,12/24/2015
6008,Free Agents,a37,Res,99,07/01/2012
6009,KRC Genk,a10,Sub,5,07/01/2011
6010,SV Darmstadt,a2,Sub,21,07/01/2016
6011,Wolves,a9,RCM,19,07/01/2009
6012,1. FC Nrnberg,a10,LCB,4,07/01/2014
6013,Heracles Almelo,a10,Sub,7,01/31/2015
6014,Celta Vigo,a1,Sub,15,07/05/2016
6015,Vicenza,a8,CAM,16,07/01/2014
6016,Kaiserslautern,a2,Sub,1,07/01/2016
6017,N.E.C.,a12,LCB,4,07/01/2015
6018,Hellas Verona,a8,Res,27,07/23/2015
6019,Belenenses,a6,GK,99,01/08/2017
6021,Deport. Alavs,a1,Sub,13,07/11/2013
6022,1. FC Nrnberg,a28,CDM,31,01/07/2014
6023,Monterrey,a15,Sub,29,01/01/2011
6024,Celtic,a30,Sub,16,02/03/2015
6025,lsk WrocÇaw,a1,Sub,7,07/01/2015
6026,SK Rapid Wien,a18,LCM,8,07/01/2014
6027,AZ,a10,Sub,20,07/01/2016
6028,Brisigonza,a8,LCB,15,01/01/2011
6029,VfL Bochum,a18,Res,22,07/01/2016
6030,Cardiff City,a9,LCM,8,10/01/2011
6032,Benevento,a8,LCB,5,07/08/2014
6033,Norwich,a10,Sub,17,01/31/2017
6034,Banfield,a5,GK,1,01/08/2016
6035,Aalesunds FK,a10,RM,14,03/01/2016
6036,Derby County,a30,Res,3,07/01/2013
6037,Royal Mouscron,a4,LCB,36,01/11/2017
6039,Willem II,a10,Sub,46,08/17/2016
6040,Girona CF,a1,Sub,16,02/02/2016
6041,Crotone,a8,RW,29,01/20/2016
6042,Clermont Foot,a7,RCM,12,06/29/2016
6043,SC Heerenveen,a10,Sub,12,07/01/2011
6044,Excelsior,a10,RCB,15,01/01/2011
6045,Indep. Medell n,a5,LS,30,01/14/2016
6046,SK Rapid Wien,a18,RCB,17,07/01/2014
6047,Karlsruher SC,a2,Sub,1,07/01/2011
6048,Dynamo Dresden,a2,Sub,8,07/01/2014
6049,FC Lorient,a7,Sub,16,06/09/2016
6050,Salerno,a8,Sub,30,08/31/2015
6051,Avellino,a8,Sub,10,01/01/2012
6052,Brighton,a28,LM,8,02/01/2016
6053,Hannover 96,a2,RCB,19,07/01/2016
6055,Braunschweig,a33,LCB,5,07/30/2016
6056,Indep. Medell n,a14,Sub,25,12/22/2016
6057,FC Augsburg,a18,Sub,28,07/01/2016
6058,Amiens SC,a7,LDM,6,06/03/2015
6059,Rangers,a30,Sub,29,02/01/2016
6060,1. FC Heidenheim,a2,GK,1,07/01/2015
6061,Stade Brestois,a8,LCM,10,08/11/2015
6062,Arsenal,a5,Res,26,07/01/2010
6063,Quertaro,a15,Sub,24,07/01/2013
6064,FC Ufa,a28,Sub,9,07/09/2016
6065,Perth Glory,a38,LS,22,01/26/2016
6066,Lokomotiv Moscow,a25,Sub,77,07/01/2015
6067,V. Setbal,a3,Sub,42,01/31/2017
6068,Rio Ave,a6,Res,3,07/01/2015
6069,Chaves,a3,Sub,99,08/03/2016
6070,Newell's,a5,LDM,31,07/02/2013
6071,Columbus Crew SC,a33,LCB,24,07/21/2016
6073,Dynamo Dresden,a2,Sub,2,07/01/2015
6075,Athletic Bilbao,a1,Sub,25,07/01/2013
6078,Moreirense,a7,RB,95,07/01/2015
6079,Vicenza,a8,LB,6,01/31/2013
6080,Zulte-Waregem,a17,Sub,30,01/31/2017
6081,Karlsruher SC,a1,Sub,18,07/02/2013
6082,Greuther Frth,a36,LCM,16,01/28/2017
6085,FC Twente,a10,GK,1,01/01/2009
6086,UD Almer a,a1,Sub,11,01/17/2017
6087,CF Reus Deportiu,a1,Sub,19,07/14/2016
6089,Lech Pozna,a12,RM,17,07/01/2014
6091,Blackburn Rovers,a9,RCM,6,09/01/2009
6092,Zulte-Waregem,a4,Sub,11,09/01/2014
6093,Deportes Tolima,a14,RM,18,07/04/2014
6094,FC Ingolstadt,a2,Sub,21,07/03/2016
6095,Anzhi Makhachkala,a25,Sub,7,08/30/2013
6096,Rio Ave,a6,Sub,6,07/07/2015
6097,Montpellier HSC,a7,Res,30,12/20/2010
6098,Ipswich,a17,LWB,3,07/31/2015
6099,Quertaro,a15,Sub,15,07/01/2013
6100,Charlton Ath,a6,LCB,50,01/19/2016
6101,Chiapas,a14,Sub,11,01/01/2017
6102,Aytemiz Alanyaspor,a10,Sub,29,01/11/2017
6103,SD Huesca,a1,LB,16,07/07/2016
6106,QPR,a9,Res,18,08/28/2014
6107,Gimn†stic,a1,CM,10,01/08/2016
6108,Odense BK,a6,LB,5,06/30/2016
6109,Odds BK,a33,CM,20,01/01/2010
6110,Pogo Szczecin,a16,Sub,17,07/09/2015
6111,Tijuana,a26,LDM,8,01/01/2017
6112,SD Huesca,a1,Res,25,07/05/2016
6113,Brentford,a9,Sub,10,07/10/2015
6114,Cardiff City,a17,ST,26,07/06/2016
6115,Chiapas,a15,RM,7,06/08/2016
6116,Kasimpaa,a39,Sub,14,08/11/2016
6117,Free Agents,a26,Res,99,01/01/2012
6119,Leyton Orient,a7,Sub,19,08/30/2016
6120,Esbjerg fB,a17,RS,9,07/15/2015
6121,Kaiserslautern,a39,ST,11,08/12/2016
6122,Fl. Varela,a5,RCM,31,07/07/2014
6123,FC Nantes,a21,Sub,11,06/15/2016
6124,Sheffield Wed,a30,Sub,16,01/01/2010
6125,Elche CF,a35,LCB,3,04/27/2014
6126,CSKA Moscow,a25,Sub,1,01/01/2010
6128,Sarand ,a5,RB,13,06/20/2010
6129,FC Utrecht,a10,Sub,2,07/01/2009
6131,Preston,a17,Sub,9,08/31/2014
6132,Wigan Athletic,a34,RCM,8,01/28/2016
6134,Columbus Crew SC,a39,Sub,6,01/01/2011
6135,CF Reus Deportiu,a1,LB,3,07/12/2016
6136,CD Lugo,a1,LCB,20,07/01/2016
6137,Arsenal,a7,Res,22,07/01/2013
6138,Bristol City,a9,LDM,21,08/02/2013
6139,Free Agents,a41,Res,99,01/01/2012
6140,Atltico Bucaramanga,a14,RDM,5,01/18/2017
6142,AD Alcorcn,a39,Sub,24,01/17/2017
6146,WisÇa Krakw,a1,Sub,32,01/29/2017
6147,AD Alcorcn,a1,RDM,6,07/01/2015
6148,Chaves,a6,Sub,1,07/01/2015
6149,Belenenses,a7,LB,29,08/03/2016
6150,Aalborg BK,a17,LB,3,08/01/2009
6152,Charlton Ath,a33,RM,17,03/10/2015
6153,Wigan Athletic,a9,RW,17,07/27/2015
6154,Frosinone,a8,Sub,13,07/11/2013
6155,VfL Bochum,a2,ST,14,08/07/2015
6157,Millwall,a9,Sub,4,07/01/2016
6158,Newell's,a5,Sub,8,02/10/2015
6159,Arouca,a6,LDM,26,07/04/2016
6160,Nacional,a6,Sub,87,01/31/2017
6161,Karabkspor,a16,Sub,22,07/01/2016
6162,Frosinone,a8,Sub,23,07/29/2016
6163,Greuther Frth,a2,Sub,1,07/01/2015
6164,SK Rapid Wien,a18,Sub,4,07/01/2011
6165,RC Strasbourg,a7,Sub,17,06/25/2016
6167,AC Ajaccio,a7,LM,7,06/27/2015
6169,Toluca,a15,Sub,26,07/26/2009
6170,Elche CF,a1,Sub,4,07/06/2016
6173,Karlsruher SC,a1,LCB,14,07/28/2016
6174,CD Numancia,a1,LM,21,07/28/2015
6175,Kaiserslautern,a2,RCB,3,07/15/2014
6177,Charlton Ath,a9,LS,30,07/01/2016
6178,VfL Bochum,a2,LDM,39,07/01/2016
6179,Atltico Tucum n,a5,LCB,4,01/22/2016
6181,Jeju United,a3,LS,22,01/06/2017
6182,Braunschweig,a21,Sub,4,07/26/2015
6183,Len,a15,Sub,1,01/01/2012
6184,Panathinaikos,a2,Sub,35,07/01/2015
6185,Arminia Bielefeld,a2,Sub,16,01/10/2017
6186,CD Numancia,a1,RB,17,06/17/2015
6188,Brentford,a9,RCB,6,05/01/2012
6190,Aalborg BK,a21,RCB,5,06/13/2016
6192,Quertaro,a5,LCB,3,12/04/2013
6193,Sounders FC,a18,GK,24,12/10/2013
6194,Elche CF,a1,Sub,15,07/07/2016
6195,Strmsgodset IF,a33,RW,15,08/17/2016
6196,Cardiff City,a9,LB,3,08/27/2016
6197,Burton Albion,a9,RB,3,01/24/2015
6198,New a9,a26,LB,8,01/01/2008
6200,Cracovia,a12,RM,27,07/01/2012
6201,Adanaspor,a3,RDM,32,07/01/2015
6202,Barnsley,a24,RM,15,07/01/2015
6203,Fleetwood Town,a9,Sub,23,08/23/2016
6204,Medipol Baakehir,a16,LB,39,08/06/2013
6205,Charlton Ath,a9,Sub,20,04/04/2008
6206,Union Berlin,a2,Sub,10,07/01/2015
6207,Leeds United,a30,Sub,6,08/13/2014
6208,Cittadella,a8,LS,9,07/01/2016
6210,Sheffield Utd,a30,LCM,4,07/09/2016
6211,IFK Gteborg,a21,RCM,6,07/01/2015
6212,Rosenborg BK,a33,LB,16,07/18/2013
6213,Rotherham Utd,a21,Sub,29,02/02/2017
6214,Toluca,a15,RB,29,06/10/2015
6215,Stade Brestois,a7,Sub,29,07/13/2013
6216,Spal,a8,RCM,28,08/18/2016
6217,Philadelphia,a3,LB,33,01/22/2016
6218,Cittadella,a8,CM,4,06/06/2016
6219,AS Nancy,a7,ST,9,07/01/2014
6221,UD Almer a,a7,Sub,25,07/14/2014
6222,Jeonbuk Hyundai,a3,Res,23,02/01/2017
6223,Novara,a8,Sub,19,02/01/2016
6225,Lechia Gdask,a12,Sub,16,06/22/2016
6226,FC Tom Tomsk,a25,CAM,7,06/10/2015
6227,Arsenal Tula,a25,RM,18,06/30/2016
6229,Sheffield Wed,a9,Res,38,08/14/2014
6230,Ipswich,a9,Sub,20,01/16/2015
6233,FC Nantes,a7,Sub,13,06/09/2015
6235,Len,a26,GK,25,02/01/2012
6236,Atltico Tucum n,a27,Sub,16,01/04/2016
6237,Arminia Bielefeld,a2,LM,18,07/01/2015
6238,D.C. United,a26,RCB,5,12/12/2013
6240,Girona CF,a1,GK,1,07/01/2016
6242,Rosenborg BK,a33,Res,2,02/09/2017
6243,Barnsley,a9,RCM,36,05/01/2012
6244,Chesterfield,a24,Sub,9,07/01/2016
6245,1. FC Nrnberg,a33,Sub,3,07/01/2014
6247,Roda JC,a10,Sub,8,07/01/2016
6248,CD Numancia,a1,Sub,12,07/09/2013
6249,Arsenal Tula,a43,Sub,98,02/15/2017
6250,Necaxa,a5,Sub,21,07/26/2016
6251,Le Havre AC,a7,RDM,7,01/01/2010
6253,Go Ahead Eagles,a10,RCB,3,07/01/2016
6254,Bari,a8,LCB,5,07/07/2015
6255,BSC Young Boys,a28,LB,8,07/01/2011
6256,FC Luzern,a18,RM,19,01/20/2016
6257,IFK Gteborg,a26,Sub,42,03/10/2017
6258,Krylya Sovetov,a4,Sub,29,08/06/2014
6259,SM Caen,a7,Sub,40,08/08/2016
6260,Excelsior,a10,LDM,8,07/01/2016
6261,Stade Brestois,a7,RCM,22,07/19/2016
6262,Real Zaragoza,a35,Sub,23,07/12/2016
6263,AS Nancy,a7,Sub,26,07/01/2012
6264,Rangers,a9,RW,33,07/23/2015
6265,1. FC Heidenheim,a2,LB,28,07/01/2015
6266,Sydney FC,a10,RCB,5,01/15/2017
6267,Bolton,a9,Sub,8,08/09/2013
6268,Perth Glory,a38,Res,4,01/27/2016
6269,Greuther Frth,a2,LWB,22,07/01/2016
6270,Odense BK,a33,GK,13,02/18/2016
6271,Seongnam FC,a38,Sub,17,02/06/2017
6273,Amkar Perm,a43,LCB,3,07/01/2013
6274,Banfield,a5,CAM,10,01/06/2016
6275,WS Wanderers,a38,CAM,6,07/07/2015
6277,Akhisarspor,a31,Sub,23,01/13/2017
6279,FC Sochaux,a7,CDM,8,06/26/2015
6280,FC Tokyo,a38,Sub,16,07/08/2015
6281,Sydney FC,a38,GK,20,07/18/2016
6282,Sheffield Wed,a28,Sub,36,07/28/2016
6285,CD Lugo,a1,RM,24,07/08/2014
6286,Colorado Rapids,a26,LCB,23,01/20/2016
6287,KAS Eupen,a4,RM,19,07/30/2014
6288,Sounders FC,a26,Sub,3,11/01/2008
6289,Quertaro,a15,Sub,26,07/01/2013
6290,Aarhus GF,a17,LB,18,08/31/2016
6291,IFK Gteborg,a17,LM,8,08/10/2014
6292,WisÇa PÇock,a33,Res,6,03/22/2017
6293,FC Ural,a43,Sub,17,01/25/2017
6294,Medipol Baakehir,a8,Res,18,02/01/2016
6295,Borgocalcio,a8,RCM,6,06/30/2016
6296,FC Midtjylland,a17,Sub,9,01/30/2017
6297,Audax Italiano,a13,Sub,13,05/14/2016
6298,Atltico Huila,a11,CAM,10,07/01/2016
6299,Sporting Gijn,a1,LB,15,10/01/2006
6300,Hearts,a39,CAM,10,09/25/2015
6301,Crawley Town,a9,LM,28,01/02/2017
6303,Salerno,a8,Sub,14,08/31/2016
6304,Paos Ferreira,a6,Sub,86,02/01/2016
6305,Len,a15,LCB,35,01/01/2010
6306,Vlerenga Fotball,a33,LCM,8,07/29/2016
6307,Frosinone,a8,CAM,10,07/23/2013
6308,Tigres,a26,Sub,17,01/01/2012
6309,Well. Phoenix,a8,LCB,13,08/09/2016
6310,Houston Dynamo,a1,Sub,4,01/27/2016
6311,San Juan,a5,Res,18,08/16/2016
6312,SC Freiburg,a2,Res,21,07/01/2015
6313,Philadelphia,a3,Sub,25,02/24/2016
6314,GFC Ajaccio,a7,LDM,8,07/10/2015
6315,Kalmar FF,a21,LCB,23,03/31/2015
6316,Hearts,a7,Sub,88,01/20/2017
6317,CD O'Higgins,a13,RM,14,07/28/2009
6318,CD O'Higgins,a13,GK,16,06/17/2016
6319,Blackburn Rovers,a10,LS,17,07/02/2014
6320,Deportivo Pasto,a14,CAM,14,01/19/2017
6321,Åguilas Doradas,a14,Sub,13,07/02/2015
6324,Korona Kielce,a12,ST,15,08/02/2016
6325,Free Agents,a31,Res,99,01/01/2014
6327,Moreirense,a6,RDM,65,07/04/2013
6329,IF Elfsborg,a33,RCB,5,01/11/2016
6330,Cham. Niortais,a7,LCB,21,07/10/2015
6332,WisÇa Krakw,a12,LM,88,01/18/2016
6333,FC Ural,a25,RDM,57,01/01/2014
6335,CF Reus Deportiu,a1,LCB,4,07/16/2016
6337,Juventus,a8,Res,40,07/01/2006
6338,Terni,a8,Sub,3,07/01/2015
6339,Sp. Charleroi,a23,Sub,17,07/15/2013
6340,Le Havre AC,a7,LM,17,08/01/2009
6341,Bournemouth,a24,Res,29,02/02/2016
6342,Bristol Rovers,a9,LCM,14,07/01/2015
6343,MK Dons,a9,Sub,28,09/22/2015
6344,Lech Pozna,a17,Sub,19,01/27/2016
6345,Lyngby BK,a17,LB,3,07/17/2015
6346,KV Oostende,a17,Sub,14,02/01/2016
6348,Gaziantepspor,a16,Sub,23,01/07/2016
6349,Veracruz,a5,Sub,11,01/01/2017
6350,F. Santa Maria,a3,Sub,1,07/01/2016
6351,Uni. Catlica,a13,Sub,4,07/01/2011
6352,CA Osasuna,a1,Res,2,07/23/2014
6353,Veracruz,a15,RCB,23,06/04/2014
6354,Tijuana,a15,Sub,3,06/08/2016
6355,Veracruz,a15,RB,2,07/01/2015
6356,Crdoba CF,a1,CAM,11,07/01/2016
6357,Real Oviedo,a1,LB,18,07/07/2016
6358,Sport. Lokeren,a4,CAM,22,08/20/2016
6359,FC Midtjylland,a17,GK,31,07/01/2015
6360,Crdoba CF,a1,LB,5,07/21/2015
6361,Rochdale,a9,Sub,19,08/25/2016
6362,Kilmarnock,a30,Sub,1,07/06/2015
6363,1860 Mnchen,a2,Sub,21,07/01/2016
6364,Latina,a8,CB,5,07/23/2014
6365,Sheffield Wed,a9,Res,20,07/16/2015
6366,Bolton,a9,Sub,16,01/01/2009
6369,Pogo Szczecin,a12,LCB,3,06/23/2015
6370,Perth Glory,a38,LCM,8,07/24/2016
6371,Wigan Athletic,a40,Sub,21,07/30/2012
6372,Free Agents,a34,Res,99,01/01/2009
6373,1860 Mnchen,a2,Sub,11,07/01/2013
6374,Veracruz,a15,CAM,8,01/01/2017
6379,D.C. United,a7,Sub,11,01/25/2017
6381,Amkar Perm,a25,Sub,98,08/03/2016
6382,F. Dsseldorf,a2,LM,7,07/01/2009
6383,SV Darmstadt,a2,Sub,9,07/01/2013
6384,Chiapas,a11,Res,5,01/05/2017
6385,F. Dsseldorf,a2,Sub,11,07/01/2012
6386,Bolton,a9,CB,31,08/11/2016
6388,San Lorenzo,a5,Sub,22,01/20/2016
6389,Aston Villa,a9,Sub,11,10/01/2003
6390,CF Reus Deportiu,a1,Sub,14,01/31/2017
6391,Wigan Athletic,a24,RCB,20,07/01/2015
6392,Bolton,a9,RS,45,05/28/2014
6393,Charlton Ath,a24,RCM,8,07/26/2016
6394,KV Mechelen,a4,RM,7,07/01/2014
6395,Blackburn Rovers,a9,RS,12,07/01/2016
6396,Roda JC,a4,LDM,7,07/01/2014
6397,Sheffield Utd,a9,LS,10,07/25/2015
6398,QPR,a9,Sub,24,07/31/2015
6399,Ross County,a9,CB,15,07/01/2015
6400,Arouca,a16,Sub,38,07/30/2013
6401,SK Brann,a12,GK,24,01/01/2011
6402,Trapani,a8,LCB,4,07/01/2010
6403,Stade Brestois,a7,GK,30,08/12/2011
6404,Ind. Santa Fe,a14,Sub,1,01/01/2014
6405,Sampdoria,a18,Sub,20,07/20/2016
6406,Santa Fe,a5,Sub,18,07/15/2016
6407,Santa Fe,a5,LDM,27,01/23/2015
6408,1860 Mnchen,a2,Sub,2,01/22/2016
6409,QPR,a30,Sub,12,07/01/2015
6410,Tigres,a15,Sub,14,12/18/2013
6411,Girona CF,a1,Sub,7,08/01/2011
6412,Atltico Tucum n,a5,GK,1,07/25/2012
6414,Tijuana,a15,RCB,6,01/04/2017
6415,Monarcas Morelia,a15,Sub,28,01/01/2012
6417,Aberdeen,a9,GK,1,06/15/2016
6418,Monarcas Morelia,a14,Sub,18,01/01/2016
6419,Novara,a1,Sub,29,02/20/2017
6420,Sint-Truiden,a4,RCM,6,07/01/2016
6421,lsk WrocÇaw,a12,RCB,3,07/11/2014
6422,Wolves,a9,LCB,5,09/01/2015
6423,FC Orenburg,a25,RCB,58,07/01/2015
6424,Free Agents,a45,Res,99,06/01/2013
6425,Vlez Sarsfield,a5,RCB,2,01/04/2016
6426,Charlton Ath,a9,LCM,4,01/01/2010
6427,Rosenborg BK,a33,LCB,14,07/22/2015
6428,Odds BK,a44,ST,10,01/01/2015
6429,SCR Altach,a18,CB,5,07/01/2004
6430,SnderjyskE,a17,LB,7,01/31/2017
6431,SnderjyskE,a17,LM,11,08/31/2012
6432,Aarhus GF,a17,Res,15,01/01/2017
6433,BK Hcken,a42,LB,15,07/01/2010
6435,Frosinone,a8,RCM,21,01/21/2015
6436,FC Rostov,a32,Sub,28,08/31/2016
6437,Arsenal Tula,a25,Sub,84,07/01/2016
6438,FC Ural,a25,Sub,8,07/25/2016
6439,FC Ural,a25,LB,7,01/01/2011
6440,Rubin Kazan,a25,Res,14,07/24/2015
6441,CF Reus Deportiu,a1,Sub,1,07/16/2016
6442,CD Lugo,a1,GK,1,08/01/2012
6443,UD Almer a,a1,Sub,15,07/15/2016
6444,Antalyaspor,a16,Sub,18,02/01/2016
6445,Kasimpaa,a16,Res,21,07/09/2015
6446,Newell's,a5,RCB,6,01/05/2016
6447,G. La Plata,a15,Sub,10,08/22/2016
6448,Santa Fe,a5,Sub,19,08/22/2016
6449,Real Zaragoza,a5,Sub,13,01/30/2017
6450,Parque Patricios,a5,LCM,15,01/08/2016
6451,Rafaela,a5,Res,31,01/08/2016
6452,EA Guingamp,a7,Res,25,01/01/2013
6455,Houston Dynamo,a11,Sub,10,01/24/2017
6456,Toluca,a15,Sub,10,07/01/1999
6457,Monterrey,a15,Sub,9,06/10/2015
6458,Sheffield Wed,a10,LCB,12,07/13/2014
6459,Montpellier HSC,a7,Sub,6,07/07/2008
6460,Blackburn Rovers,a30,RM,32,01/31/2014
6461,FC Basel,a18,Sub,39,02/11/2014
6462,La Equidad,a14,RCM,6,07/01/2016
6463,Santa Fe,a5,LB,3,02/13/2015
6464,Terni,a8,Res,30,08/29/2016
6465,AZ,a10,Sub,16,07/01/2015
6467,Preston,a9,Sub,19,07/01/2012
6468,Sport. Lokeren,a4,Sub,13,07/01/2013
6469,Kayserispor,a16,Sub,9,08/31/2016
6470,KVC Westerlo,a4,LM,10,07/01/2015
6471,Antalyaspor,a39,Sub,17,08/20/2015
6472,Wolves,a9,Sub,21,06/08/2016
6473,Brisbane Roar,a2,Sub,22,05/01/2010
6474,Valenciennes FC,a7,GK,16,07/18/2015
6475,Valenciennes FC,a7,CAM,10,07/31/2015
6476,Wrzburger Kickers,a12,GK,28,07/01/2014
6477,Elche CF,a1,LB,21,08/11/2016
6478,FC Sion,a18,CDM,5,02/10/2015
6479,Vlerenga Fotball,a33,RCM,19,07/01/2013
6480,QPR,a9,Sub,20,07/23/2013
6481,Stoke City,a9,GK,33,01/04/2017
6482,Blackburn Rovers,a30,Sub,3,08/02/2016
6483,SL Benfica,a6,Res,13,07/01/2012
6484,Southend United,a9,LCB,35,08/27/2016
6485,SK Rapid Wien,a2,Sub,11,07/01/2002
6486,SV Sandhausen,a18,LDM,31,07/01/2013
6487,SD Huesca,a1,Sub,10,08/08/2013
6489,Sport. Lokeren,a18,RCB,5,07/01/2010
6490,West Brom,a40,LB,11,08/01/2007
6491,Stade Brestois,a7,CDM,6,07/01/2009
6493,Vicenza,a8,Sub,9,08/31/2015
6494,Brndby IF,a17,Sub,7,08/21/2013
6495,Brescia,a8,LS,9,07/01/2012
6496,Erzgebirge Aue,a2,RDM,33,08/02/2015
6497,Inverness CT,a30,Sub,4,07/12/2016
6498,Port Vale,a9,RM,6,03/19/2017
6499,WisÇa Krakw,a12,RCB,6,07/01/2012
6500,V. Setbal,a39,Sub,19,01/25/2016
6501,Blackburn Rovers,a9,Sub,30,09/21/2016
6502,Wigan Athletic,a42,Res,22,08/11/2015
6503,Nott'm Forest,a24,LDM,24,01/31/2014
6505,KAS Eupen,a1,LCM,10,07/19/2014
6507,Rosario Central,a27,RCB,27,01/25/2017
6509,New a9,a31,RCB,19,01/25/2017
6510,Stade Lavallois,a7,LWB,25,06/01/2015
6511,Santa Cruz,a3,Sub,14,08/31/2016
6512,Joinville,a3,RAM,7,02/01/2016
6513,Figueirense,a3,Sub,15,02/01/2016
6514,Botafogo,a3,Sub,18,02/01/2016
6515,Goi s,a3,Sub,15,02/01/2016
6516,Free Agents,a32,Res,99,03/01/2010
6518,Parque Patricios,a29,RW,30,08/09/2016
6521,Real Madrid,a1,Res,36,07/01/2015
6523,Estoril Praia,a6,LB,5,07/01/2016
6525,Spal,a8,Sub,14,08/09/2014
6527,Godoy Cruz,a11,Sub,23,07/01/2016
6528,Sevilla Atlt.,a39,LDM,12,07/01/2015
6529,CF Reus Deportiu,a1,Res,17,07/04/2015
6530,Kaizer Chiefs,a37,Sub,10,07/01/2016
